DataType,Date,Location,Value
PRCP,2013-01-01T00:00:00,USC00186350,0.0
TMAX,2013-01-01T00:00:00,USC00186350,44.0
TMIN,2013-01-01T00:00:00,USC00186350,30.0
TOBS,2013-01-01T00:00:00,USC00186350,44.0
PRCP,2013-01-02T00:00:00,USC00186350,0.0
TMAX,2013-01-02T00:00:00,USC00186350,45.0
TMIN,2013-01-02T00:00:00,USC00186350,30.0
TOBS,2013-01-02T00:00:00,USC00186350,34.0
PRCP,2013-01-03T00:00:00,USC00186350,0.0
TMAX,2013-01-03T00:00:00,USC00186350,38.0
TMIN,2013-01-03T00:00:00,USC00186350,25.0
TOBS,2013-01-03T00:00:00,USC00186350,25.0
PRCP,2013-01-04T00:00:00,USC00186350,0.0
TMAX,2013-01-04T00:00:00,USC00186350,39.0
TMIN,2013-01-04T00:00:00,USC00186350,25.0
TOBS,2013-01-04T00:00:00,USC00186350,31.0
PRCP,2013-01-05T00:00:00,USC00186350,0.0
TMAX,2013-01-05T00:00:00,USC00186350,45.0
TMIN,2013-01-05T00:00:00,USC00186350,23.0
TOBS,2013-01-05T00:00:00,USC00186350,33.0
PRCP,2013-01-06T00:00:00,USC00186350,0.0
TMAX,2013-01-06T00:00:00,USC00186350,45.0
TMIN,2013-01-06T00:00:00,USC00186350,30.0
TOBS,2013-01-06T00:00:00,USC00186350,31.0
PRCP,2013-01-07T00:00:00,USC00186350,0.0
TMAX,2013-01-07T00:00:00,USC00186350,51.0
TMIN,2013-01-07T00:00:00,USC00186350,31.0
TOBS,2013-01-07T00:00:00,USC00186350,42.0
PRCP,2013-01-08T00:00:00,USC00186350,0.0
TMAX,2013-01-08T00:00:00,USC00186350,47.0
TMIN,2013-01-08T00:00:00,USC00186350,27.0
TOBS,2013-01-08T00:00:00,USC00186350,33.0
PRCP,2013-01-09T00:00:00,USC00186350,0.0
TMAX,2013-01-09T00:00:00,USC00186350,53.0
TMIN,2013-01-09T00:00:00,USC00186350,30.0
TOBS,2013-01-09T00:00:00,USC00186350,31.0
PRCP,2013-01-10T00:00:00,USC00186350,0.0
TMAX,2013-01-10T00:00:00,USC00186350,52.0
TMIN,2013-01-10T00:00:00,USC00186350,31.0
TOBS,2013-01-10T00:00:00,USC00186350,43.0
PRCP,2013-01-11T00:00:00,USC00186350,0.0
TMAX,2013-01-11T00:00:00,USC00186350,56.0
TMIN,2013-01-11T00:00:00,USC00186350,34.0
TOBS,2013-01-11T00:00:00,USC00186350,41.0
PRCP,2013-01-12T00:00:00,USC00186350,0.04
TMAX,2013-01-12T00:00:00,USC00186350,47.0
TMIN,2013-01-12T00:00:00,USC00186350,40.0
TOBS,2013-01-12T00:00:00,USC00186350,43.0
PRCP,2013-01-13T00:00:00,USC00186350,0.0
TMAX,2013-01-13T00:00:00,USC00186350,55.0
TMIN,2013-01-13T00:00:00,USC00186350,43.0
TOBS,2013-01-13T00:00:00,USC00186350,45.0
WT01,2013-01-13T00:00:00,USC00186350,1
PRCP,2013-01-14T00:00:00,USC00186350,0.02
TMAX,2013-01-14T00:00:00,USC00186350,61.0
TMIN,2013-01-14T00:00:00,USC00186350,45.0
TOBS,2013-01-14T00:00:00,USC00186350,60.0
PRCP,2013-01-15T00:00:00,USC00186350,0.44
TMAX,2013-01-15T00:00:00,USC00186350,61.0
TMIN,2013-01-15T00:00:00,USC00186350,40.0
TOBS,2013-01-15T00:00:00,USC00186350,40.0
PRCP,2013-01-16T00:00:00,USC00186350,0.73
TMAX,2013-01-16T00:00:00,USC00186350,41.0
TMIN,2013-01-16T00:00:00,USC00186350,35.0
TOBS,2013-01-16T00:00:00,USC00186350,36.0
PRCP,2013-01-17T00:00:00,USC00186350,0.09
TMAX,2013-01-17T00:00:00,USC00186350,45.0
TMIN,2013-01-17T00:00:00,USC00186350,36.0
TOBS,2013-01-17T00:00:00,USC00186350,44.0
PRCP,2013-01-18T00:00:00,USC00186350,0.0
TMAX,2013-01-18T00:00:00,USC00186350,45.0
TMIN,2013-01-18T00:00:00,USC00186350,34.0
TOBS,2013-01-18T00:00:00,USC00186350,35.0
PRCP,2013-01-19T00:00:00,USC00186350,0.0
SNOW,2013-01-19T00:00:00,USC00186350,0.0
TMAX,2013-01-19T00:00:00,USC00186350,38.0
TMIN,2013-01-19T00:00:00,USC00186350,28.0
TOBS,2013-01-19T00:00:00,USC00186350,35.0
PRCP,2013-01-20T00:00:00,USC00186350,0.0
TMAX,2013-01-20T00:00:00,USC00186350,54.0
TMIN,2013-01-20T00:00:00,USC00186350,35.0
TOBS,2013-01-20T00:00:00,USC00186350,41.0
PRCP,2013-01-21T00:00:00,USC00186350,0.0
TMAX,2013-01-21T00:00:00,USC00186350,60.0
TMIN,2013-01-21T00:00:00,USC00186350,32.0
TOBS,2013-01-21T00:00:00,USC00186350,33.0
PRCP,2013-01-22T00:00:00,USC00186350,0.0
TMAX,2013-01-22T00:00:00,USC00186350,47.0
TMIN,2013-01-22T00:00:00,USC00186350,19.0
TOBS,2013-01-22T00:00:00,USC00186350,20.0
PRCP,2013-01-23T00:00:00,USC00186350,0.0
TMAX,2013-01-23T00:00:00,USC00186350,25.0
TMIN,2013-01-23T00:00:00,USC00186350,15.0
TOBS,2013-01-23T00:00:00,USC00186350,16.0
PRCP,2013-01-24T00:00:00,USC00186350,0.04
SNOW,2013-01-24T00:00:00,USC00186350,0.9
SNWD,2013-01-24T00:00:00,USC00186350,1.0
TMAX,2013-01-24T00:00:00,USC00186350,27.0
TMIN,2013-01-24T00:00:00,USC00186350,16.0
TOBS,2013-01-24T00:00:00,USC00186350,18.0
PRCP,2013-01-25T00:00:00,USC00186350,0.0
SNOW,2013-01-25T00:00:00,USC00186350,0.0
SNWD,2013-01-25T00:00:00,USC00186350,0.0
TMAX,2013-01-25T00:00:00,USC00186350,28.0
TMIN,2013-01-25T00:00:00,USC00186350,17.0
TOBS,2013-01-25T00:00:00,USC00186350,19.0
PRCP,2013-01-26T00:00:00,USC00186350,0.02
SNOW,2013-01-26T00:00:00,USC00186350,0.5
TMAX,2013-01-26T00:00:00,USC00186350,26.0
TMIN,2013-01-26T00:00:00,USC00186350,19.0
TOBS,2013-01-26T00:00:00,USC00186350,26.0
PRCP,2013-01-27T00:00:00,USC00186350,0.0
SNOW,2013-01-27T00:00:00,USC00186350,0.0
TMAX,2013-01-27T00:00:00,USC00186350,33.0
TMIN,2013-01-27T00:00:00,USC00186350,18.0
TOBS,2013-01-27T00:00:00,USC00186350,24.0
PRCP,2013-01-28T00:00:00,USC00186350,0.17
SNOW,2013-01-28T00:00:00,USC00186350,0.0
SNWD,2013-01-28T00:00:00,USC00186350,0.0
TMAX,2013-01-28T00:00:00,USC00186350,40.0
TMIN,2013-01-28T00:00:00,USC00186350,19.0
TOBS,2013-01-28T00:00:00,USC00186350,34.0
WESD,2013-01-28T00:00:00,USC00186350,0.0
PRCP,2013-01-29T00:00:00,USC00186350,0.0
TMAX,2013-01-29T00:00:00,USC00186350,47.0
TMIN,2013-01-29T00:00:00,USC00186350,34.0
TOBS,2013-01-29T00:00:00,USC00186350,42.0
PRCP,2013-01-30T00:00:00,USC00186350,0.0
TMAX,2013-01-30T00:00:00,USC00186350,71.0
TMIN,2013-01-30T00:00:00,USC00186350,42.0
TOBS,2013-01-30T00:00:00,USC00186350,62.0
PRCP,2013-01-31T00:00:00,USC00186350,1.05
SNOW,2013-01-31T00:00:00,USC00186350,0.0
SNWD,2013-01-31T00:00:00,USC00186350,0.0
TMAX,2013-01-31T00:00:00,USC00186350,72.0
TMIN,2013-01-31T00:00:00,USC00186350,44.0
TOBS,2013-01-31T00:00:00,USC00186350,44.0
PRCP,2013-02-01T00:00:00,USC00186350,0.01
SNOW,2013-02-01T00:00:00,USC00186350,0.4
SNWD,2013-02-01T00:00:00,USC00186350,0.0
TMAX,2013-02-01T00:00:00,USC00186350,48.0
TMIN,2013-02-01T00:00:00,USC00186350,28.0
TOBS,2013-02-01T00:00:00,USC00186350,29.0
PRCP,2013-02-02T00:00:00,USC00186350,0.0
TMAX,2013-02-02T00:00:00,USC00186350,30.0
TMIN,2013-02-02T00:00:00,USC00186350,17.0
TOBS,2013-02-02T00:00:00,USC00186350,22.0
PRCP,2013-02-03T00:00:00,USC00186350,0.02
SNOW,2013-02-03T00:00:00,USC00186350,0.4
SNWD,2013-02-03T00:00:00,USC00186350,0.0
TMAX,2013-02-03T00:00:00,USC00186350,32.0
TMIN,2013-02-03T00:00:00,USC00186350,22.0
TOBS,2013-02-03T00:00:00,USC00186350,27.0
PRCP,2013-02-04T00:00:00,USC00186350,0.0
SNOW,2013-02-04T00:00:00,USC00186350,0.0
SNWD,2013-02-04T00:00:00,USC00186350,0.0
TMAX,2013-02-04T00:00:00,USC00186350,35.0
TMIN,2013-02-04T00:00:00,USC00186350,24.0
TOBS,2013-02-04T00:00:00,USC00186350,27.0
PRCP,2013-02-05T00:00:00,USC00186350,0.0
TMAX,2013-02-05T00:00:00,USC00186350,36.0
TMIN,2013-02-05T00:00:00,USC00186350,27.0
TOBS,2013-02-05T00:00:00,USC00186350,34.0
PRCP,2013-02-06T00:00:00,USC00186350,0.0
TMAX,2013-02-06T00:00:00,USC00186350,42.0
TMIN,2013-02-06T00:00:00,USC00186350,27.0
TOBS,2013-02-06T00:00:00,USC00186350,32.0
PRCP,2013-02-07T00:00:00,USC00186350,0.0
TMAX,2013-02-07T00:00:00,USC00186350,48.0
TMIN,2013-02-07T00:00:00,USC00186350,27.0
TOBS,2013-02-07T00:00:00,USC00186350,30.0
PRCP,2013-02-08T00:00:00,USC00186350,0.19
SNOW,2013-02-08T00:00:00,USC00186350,0.0
SNWD,2013-02-08T00:00:00,USC00186350,0.0
TMAX,2013-02-08T00:00:00,USC00186350,41.0
TMIN,2013-02-08T00:00:00,USC00186350,30.0
TOBS,2013-02-08T00:00:00,USC00186350,37.0
WESD,2013-02-08T00:00:00,USC00186350,0.0
PRCP,2013-02-09T00:00:00,USC00186350,0.0
TMAX,2013-02-09T00:00:00,USC00186350,43.0
TMIN,2013-02-09T00:00:00,USC00186350,30.0
TOBS,2013-02-09T00:00:00,USC00186350,31.0
WT03,2013-02-09T00:00:00,USC00186350,1
PRCP,2013-02-10T00:00:00,USC00186350,0.0
TMAX,2013-02-10T00:00:00,USC00186350,43.0
TMIN,2013-02-10T00:00:00,USC00186350,21.0
TOBS,2013-02-10T00:00:00,USC00186350,26.0
PRCP,2013-02-11T00:00:00,USC00186350,0.3
TMAX,2013-02-11T00:00:00,USC00186350,46.0
TMIN,2013-02-11T00:00:00,USC00186350,26.0
TOBS,2013-02-11T00:00:00,USC00186350,39.0
PRCP,2013-02-12T00:00:00,USC00186350,0.0
TMAX,2013-02-12T00:00:00,USC00186350,54.0
TMIN,2013-02-12T00:00:00,USC00186350,38.0
TOBS,2013-02-12T00:00:00,USC00186350,45.0
PRCP,2013-02-13T00:00:00,USC00186350,0.0
TMAX,2013-02-13T00:00:00,USC00186350,58.0
TMIN,2013-02-13T00:00:00,USC00186350,32.0
TOBS,2013-02-13T00:00:00,USC00186350,37.0
PRCP,2013-02-14T00:00:00,USC00186350,0.23
SNOW,2013-02-14T00:00:00,USC00186350,0.0
SNWD,2013-02-14T00:00:00,USC00186350,0.0
TMAX,2013-02-14T00:00:00,USC00186350,48.0
TMIN,2013-02-14T00:00:00,USC00186350,32.0
TOBS,2013-02-14T00:00:00,USC00186350,37.0
PRCP,2013-02-15T00:00:00,USC00186350,0.0
TMAX,2013-02-15T00:00:00,USC00186350,51.0
TMIN,2013-02-15T00:00:00,USC00186350,33.0
TOBS,2013-02-15T00:00:00,USC00186350,39.0
PRCP,2013-02-16T00:00:00,USC00186350,0.13
SNOW,2013-02-16T00:00:00,USC00186350,0.0
SNWD,2013-02-16T00:00:00,USC00186350,0.0
TMAX,2013-02-16T00:00:00,USC00186350,60.0
TMIN,2013-02-16T00:00:00,USC00186350,35.0
TOBS,2013-02-16T00:00:00,USC00186350,37.0
PRCP,2013-02-17T00:00:00,USC00186350,0.0
SNOW,2013-02-17T00:00:00,USC00186350,0.0
SNWD,2013-02-17T00:00:00,USC00186350,0.0
TMAX,2013-02-17T00:00:00,USC00186350,40.0
TMIN,2013-02-17T00:00:00,USC00186350,27.0
TOBS,2013-02-17T00:00:00,USC00186350,28.0
WESD,2013-02-17T00:00:00,USC00186350,0.0
PRCP,2013-02-18T00:00:00,USC00186350,0.0
TMAX,2013-02-18T00:00:00,USC00186350,34.0
TMIN,2013-02-18T00:00:00,USC00186350,22.0
TOBS,2013-02-18T00:00:00,USC00186350,32.0
PRCP,2013-02-19T00:00:00,USC00186350,0.0
TMAX,2013-02-19T00:00:00,USC00186350,42.0
TMIN,2013-02-19T00:00:00,USC00186350,32.0
TOBS,2013-02-19T00:00:00,USC00186350,41.0
PRCP,2013-02-20T00:00:00,USC00186350,0.06
TMAX,2013-02-20T00:00:00,USC00186350,46.0
TMIN,2013-02-20T00:00:00,USC00186350,32.0
TOBS,2013-02-20T00:00:00,USC00186350,33.0
PRCP,2013-02-21T00:00:00,USC00186350,0.0
TMAX,2013-02-21T00:00:00,USC00186350,46.0
TMIN,2013-02-21T00:00:00,USC00186350,25.0
TOBS,2013-02-21T00:00:00,USC00186350,28.0
PRCP,2013-02-22T00:00:00,USC00186350,0.0
TMAX,2013-02-22T00:00:00,USC00186350,41.0
TMIN,2013-02-22T00:00:00,USC00186350,28.0
TOBS,2013-02-22T00:00:00,USC00186350,32.0
PRCP,2013-02-23T00:00:00,USC00186350,0.08
TMAX,2013-02-23T00:00:00,USC00186350,35.0
TMIN,2013-02-23T00:00:00,USC00186350,32.0
TOBS,2013-02-23T00:00:00,USC00186350,35.0
PRCP,2013-02-24T00:00:00,USC00186350,0.0
TMAX,2013-02-24T00:00:00,USC00186350,47.0
TMIN,2013-02-24T00:00:00,USC00186350,35.0
TOBS,2013-02-24T00:00:00,USC00186350,44.0
PRCP,2013-02-25T00:00:00,USC00186350,0.0
TMAX,2013-02-25T00:00:00,USC00186350,58.0
TMIN,2013-02-25T00:00:00,USC00186350,28.0
TOBS,2013-02-25T00:00:00,USC00186350,37.0
PRCP,2013-02-26T00:00:00,USC00186350,0.0
TMAX,2013-02-26T00:00:00,USC00186350,49.0
TMIN,2013-02-26T00:00:00,USC00186350,29.0
TOBS,2013-02-26T00:00:00,USC00186350,33.0
PRCP,2013-02-27T00:00:00,USC00186350,0.64
TMAX,2013-02-27T00:00:00,USC00186350,41.0
TMIN,2013-02-27T00:00:00,USC00186350,33.0
TOBS,2013-02-27T00:00:00,USC00186350,41.0
PRCP,2013-02-28T00:00:00,USC00186350,0.02
TMAX,2013-02-28T00:00:00,USC00186350,56.0
TMIN,2013-02-28T00:00:00,USC00186350,41.0
TOBS,2013-02-28T00:00:00,USC00186350,41.0
PRCP,2013-03-01T00:00:00,USC00186350,0.0
TMAX,2013-03-01T00:00:00,USC00186350,49.0
TMIN,2013-03-01T00:00:00,USC00186350,38.0
TOBS,2013-03-01T00:00:00,USC00186350,42.0
PRCP,2013-03-02T00:00:00,USC00186350,0.0
TMAX,2013-03-02T00:00:00,USC00186350,46.0
TMIN,2013-03-02T00:00:00,USC00186350,32.0
TOBS,2013-03-02T00:00:00,USC00186350,35.0
DAPR,2013-03-04T00:00:00,USC00186350,2
MDPR,2013-03-04T00:00:00,USC00186350,0.0
TMAX,2013-03-04T00:00:00,USC00186350,42.0
TMIN,2013-03-04T00:00:00,USC00186350,29.0
TOBS,2013-03-04T00:00:00,USC00186350,31.0
PRCP,2013-03-05T00:00:00,USC00186350,0.0
TMAX,2013-03-05T00:00:00,USC00186350,46.0
TMIN,2013-03-05T00:00:00,USC00186350,30.0
TOBS,2013-03-05T00:00:00,USC00186350,37.0
DAPR,2013-03-07T00:00:00,USC00186350,2
MDPR,2013-03-07T00:00:00,USC00186350,1.21
TMAX,2013-03-07T00:00:00,USC00186350,41.0
TMIN,2013-03-07T00:00:00,USC00186350,33.0
TOBS,2013-03-07T00:00:00,USC00186350,41.0
PRCP,2013-03-08T00:00:00,USC00186350,0.0
TMAX,2013-03-08T00:00:00,USC00186350,52.0
TMIN,2013-03-08T00:00:00,USC00186350,37.0
TOBS,2013-03-08T00:00:00,USC00186350,40.0
PRCP,2013-03-09T00:00:00,USC00186350,0.0
TMAX,2013-03-09T00:00:00,USC00186350,52.0
TMIN,2013-03-09T00:00:00,USC00186350,36.0
TOBS,2013-03-09T00:00:00,USC00186350,41.0
PRCP,2013-03-10T00:00:00,USC00186350,0.0
TMAX,2013-03-10T00:00:00,USC00186350,63.0
TMIN,2013-03-10T00:00:00,USC00186350,31.0
TOBS,2013-03-10T00:00:00,USC00186350,32.0
PRCP,2013-03-11T00:00:00,USC00186350,0.0
TMAX,2013-03-11T00:00:00,USC00186350,64.0
TMIN,2013-03-11T00:00:00,USC00186350,32.0
TOBS,2013-03-11T00:00:00,USC00186350,45.0
PRCP,2013-03-12T00:00:00,USC00186350,0.11
TMAX,2013-03-12T00:00:00,USC00186350,63.0
TMIN,2013-03-12T00:00:00,USC00186350,45.0
TOBS,2013-03-12T00:00:00,USC00186350,56.0
PRCP,2013-03-13T00:00:00,USC00186350,0.63
TMAX,2013-03-13T00:00:00,USC00186350,60.0
TMIN,2013-03-13T00:00:00,USC00186350,33.0
TOBS,2013-03-13T00:00:00,USC00186350,34.0
PRCP,2013-03-14T00:00:00,USC00186350,0.0
TMAX,2013-03-14T00:00:00,USC00186350,52.0
TMIN,2013-03-14T00:00:00,USC00186350,33.0
TOBS,2013-03-14T00:00:00,USC00186350,34.0
PRCP,2013-03-15T00:00:00,USC00186350,0.0
TMAX,2013-03-15T00:00:00,USC00186350,48.0
TMIN,2013-03-15T00:00:00,USC00186350,30.0
TOBS,2013-03-15T00:00:00,USC00186350,37.0
DAPR,2013-03-18T00:00:00,USC00186350,3
MDPR,2013-03-18T00:00:00,USC00186350,0.0
TMAX,2013-03-18T00:00:00,USC00186350,42.0
TMIN,2013-03-18T00:00:00,USC00186350,35.0
TOBS,2013-03-18T00:00:00,USC00186350,36.0
PRCP,2013-03-19T00:00:00,USC00186350,0.3
TMAX,2013-03-19T00:00:00,USC00186350,39.0
TMIN,2013-03-19T00:00:00,USC00186350,34.0
TOBS,2013-03-19T00:00:00,USC00186350,38.0
PRCP,2013-03-20T00:00:00,USC00186350,0.0
TMAX,2013-03-20T00:00:00,USC00186350,60.0
TMIN,2013-03-20T00:00:00,USC00186350,33.0
TOBS,2013-03-20T00:00:00,USC00186350,39.0
PRCP,2013-03-21T00:00:00,USC00186350,0.0
TMAX,2013-03-21T00:00:00,USC00186350,53.0
TMIN,2013-03-21T00:00:00,USC00186350,33.0
TOBS,2013-03-21T00:00:00,USC00186350,35.0
PRCP,2013-03-22T00:00:00,USC00186350,0.0
TMAX,2013-03-22T00:00:00,USC00186350,40.0
TMIN,2013-03-22T00:00:00,USC00186350,30.0
TOBS,2013-03-22T00:00:00,USC00186350,33.0
PRCP,2013-03-23T00:00:00,USC00186350,0.0
SNOW,2013-03-23T00:00:00,USC00186350,0.0
SNWD,2013-03-23T00:00:00,USC00186350,0.0
TMAX,2013-03-23T00:00:00,USC00186350,62.0
TMIN,2013-03-23T00:00:00,USC00186350,27.0
TOBS,2013-03-23T00:00:00,USC00186350,36.0
WESD,2013-03-23T00:00:00,USC00186350,0.0
PRCP,2013-03-24T00:00:00,USC00186350,0.0
TMAX,2013-03-24T00:00:00,USC00186350,55.0
TMIN,2013-03-24T00:00:00,USC00186350,29.0
TOBS,2013-03-24T00:00:00,USC00186350,33.0
PRCP,2013-03-25T00:00:00,USC00186350,0.42
SNOW,2013-03-25T00:00:00,USC00186350,1.7
SNWD,2013-03-25T00:00:00,USC00186350,2.0
TMAX,2013-03-25T00:00:00,USC00186350,44.0
TMIN,2013-03-25T00:00:00,USC00186350,32.0
TOBS,2013-03-25T00:00:00,USC00186350,33.0
DAPR,2013-03-27T00:00:00,USC00186350,2
MDPR,2013-03-27T00:00:00,USC00186350,0.0
TMAX,2013-03-27T00:00:00,USC00186350,52.0
TMIN,2013-03-27T00:00:00,USC00186350,37.0
TOBS,2013-03-27T00:00:00,USC00186350,40.0
PRCP,2013-03-28T00:00:00,USC00186350,0.0
SNOW,2013-03-28T00:00:00,USC00186350,0.0
SNWD,2013-03-28T00:00:00,USC00186350,0.0
TMAX,2013-03-28T00:00:00,USC00186350,53.0
TMIN,2013-03-28T00:00:00,USC00186350,38.0
TOBS,2013-03-28T00:00:00,USC00186350,41.0
PRCP,2013-03-29T00:00:00,USC00186350,0.0
TMAX,2013-03-29T00:00:00,USC00186350,50.0
TMIN,2013-03-29T00:00:00,USC00186350,41.0
TOBS,2013-03-29T00:00:00,USC00186350,41.0
PRCP,2013-03-30T00:00:00,USC00186350,0.0
TMAX,2013-03-30T00:00:00,USC00186350,58.0
TMIN,2013-03-30T00:00:00,USC00186350,35.0
TOBS,2013-03-30T00:00:00,USC00186350,44.0
PRCP,2013-03-31T00:00:00,USC00186350,0.0
TMAX,2013-03-31T00:00:00,USC00186350,62.0
TMIN,2013-03-31T00:00:00,USC00186350,30.0
TOBS,2013-03-31T00:00:00,USC00186350,44.0
PRCP,2013-01-01T00:00:00,USC00182325,0.0
SNOW,2013-01-01T00:00:00,USC00182325,0.0
SNWD,2013-01-01T00:00:00,USC00182325,0.0
TMAX,2013-01-01T00:00:00,USC00182325,40.0
TMIN,2013-01-01T00:00:00,USC00182325,32.0
TOBS,2013-01-01T00:00:00,USC00182325,35.0
WESD,2013-01-01T00:00:00,USC00182325,0.0
PRCP,2013-01-02T00:00:00,USC00182325,0.0
SNOW,2013-01-02T00:00:00,USC00182325,0.0
SNWD,2013-01-02T00:00:00,USC00182325,0.0
TMAX,2013-01-02T00:00:00,USC00182325,43.0
TMIN,2013-01-02T00:00:00,USC00182325,32.0
TOBS,2013-01-02T00:00:00,USC00182325,32.0
WESD,2013-01-02T00:00:00,USC00182325,0.0
PRCP,2013-01-03T00:00:00,USC00182325,0.0
SNOW,2013-01-03T00:00:00,USC00182325,0.0
SNWD,2013-01-03T00:00:00,USC00182325,0.0
TMAX,2013-01-03T00:00:00,USC00182325,34.0
TMIN,2013-01-03T00:00:00,USC00182325,24.0
TOBS,2013-01-03T00:00:00,USC00182325,30.0
WESD,2013-01-03T00:00:00,USC00182325,0.0
PRCP,2013-01-04T00:00:00,USC00182325,0.0
SNOW,2013-01-04T00:00:00,USC00182325,0.0
SNWD,2013-01-04T00:00:00,USC00182325,0.0
TMAX,2013-01-04T00:00:00,USC00182325,43.0
TMIN,2013-01-04T00:00:00,USC00182325,24.0
TOBS,2013-01-04T00:00:00,USC00182325,26.0
WESD,2013-01-04T00:00:00,USC00182325,0.0
PRCP,2013-01-05T00:00:00,USC00182325,0.0
SNOW,2013-01-05T00:00:00,USC00182325,0.0
SNWD,2013-01-05T00:00:00,USC00182325,0.0
TMAX,2013-01-05T00:00:00,USC00182325,43.0
TMIN,2013-01-05T00:00:00,USC00182325,24.0
TOBS,2013-01-05T00:00:00,USC00182325,33.0
WESD,2013-01-05T00:00:00,USC00182325,0.0
PRCP,2013-01-06T00:00:00,USC00182325,0.02
SNOW,2013-01-06T00:00:00,USC00182325,0.0
SNWD,2013-01-06T00:00:00,USC00182325,0.0
TMAX,2013-01-06T00:00:00,USC00182325,44.0
TMIN,2013-01-06T00:00:00,USC00182325,28.0
TOBS,2013-01-06T00:00:00,USC00182325,29.0
WESD,2013-01-06T00:00:00,USC00182325,0.0
PRCP,2013-01-07T00:00:00,USC00182325,0.0
SNOW,2013-01-07T00:00:00,USC00182325,0.0
SNWD,2013-01-07T00:00:00,USC00182325,0.0
TMAX,2013-01-07T00:00:00,USC00182325,53.0
TMIN,2013-01-07T00:00:00,USC00182325,28.0
TOBS,2013-01-07T00:00:00,USC00182325,41.0
WESD,2013-01-07T00:00:00,USC00182325,0.0
PRCP,2013-01-08T00:00:00,USC00182325,0.0
SNOW,2013-01-08T00:00:00,USC00182325,0.0
SNWD,2013-01-08T00:00:00,USC00182325,0.0
TMAX,2013-01-08T00:00:00,USC00182325,43.0
TMIN,2013-01-08T00:00:00,USC00182325,25.0
TOBS,2013-01-08T00:00:00,USC00182325,33.0
WESD,2013-01-08T00:00:00,USC00182325,0.0
PRCP,2013-01-09T00:00:00,USC00182325,0.0
SNOW,2013-01-09T00:00:00,USC00182325,0.0
SNWD,2013-01-09T00:00:00,USC00182325,0.0
TMAX,2013-01-09T00:00:00,USC00182325,51.0
TMIN,2013-01-09T00:00:00,USC00182325,29.0
TOBS,2013-01-09T00:00:00,USC00182325,32.0
WESD,2013-01-09T00:00:00,USC00182325,0.0
PRCP,2013-01-10T00:00:00,USC00182325,0.0
SNOW,2013-01-10T00:00:00,USC00182325,0.0
SNWD,2013-01-10T00:00:00,USC00182325,0.0
TMAX,2013-01-10T00:00:00,USC00182325,50.0
TMIN,2013-01-10T00:00:00,USC00182325,32.0
TOBS,2013-01-10T00:00:00,USC00182325,36.0
WESD,2013-01-10T00:00:00,USC00182325,0.0
PRCP,2013-01-11T00:00:00,USC00182325,0.0
SNOW,2013-01-11T00:00:00,USC00182325,0.0
SNWD,2013-01-11T00:00:00,USC00182325,0.0
TMAX,2013-01-11T00:00:00,USC00182325,52.0
TMIN,2013-01-11T00:00:00,USC00182325,33.0
TOBS,2013-01-11T00:00:00,USC00182325,36.0
WESD,2013-01-11T00:00:00,USC00182325,0.0
PRCP,2013-01-12T00:00:00,USC00182325,0.1
SNOW,2013-01-12T00:00:00,USC00182325,0.0
SNWD,2013-01-12T00:00:00,USC00182325,0.0
TMAX,2013-01-12T00:00:00,USC00182325,52.0
TMIN,2013-01-12T00:00:00,USC00182325,36.0
TOBS,2013-01-12T00:00:00,USC00182325,42.0
WESD,2013-01-12T00:00:00,USC00182325,0.0
WT01,2013-01-12T00:00:00,USC00182325,1
PRCP,2013-01-13T00:00:00,USC00182325,0.0
SNOW,2013-01-13T00:00:00,USC00182325,0.0
SNWD,2013-01-13T00:00:00,USC00182325,0.0
TMAX,2013-01-13T00:00:00,USC00182325,55.0
TMIN,2013-01-13T00:00:00,USC00182325,42.0
TOBS,2013-01-13T00:00:00,USC00182325,49.0
WESD,2013-01-13T00:00:00,USC00182325,0.0
PRCP,2013-01-14T00:00:00,USC00182325,0.02
SNOW,2013-01-14T00:00:00,USC00182325,0.0
SNWD,2013-01-14T00:00:00,USC00182325,0.0
TMAX,2013-01-14T00:00:00,USC00182325,55.0
TMIN,2013-01-14T00:00:00,USC00182325,43.0
TOBS,2013-01-14T00:00:00,USC00182325,53.0
WESD,2013-01-14T00:00:00,USC00182325,0.0
PRCP,2013-01-15T00:00:00,USC00182325,0.37
SNOW,2013-01-15T00:00:00,USC00182325,0.0
SNWD,2013-01-15T00:00:00,USC00182325,0.0
TMAX,2013-01-15T00:00:00,USC00182325,53.0
TMIN,2013-01-15T00:00:00,USC00182325,39.0
TOBS,2013-01-15T00:00:00,USC00182325,39.0
WESD,2013-01-15T00:00:00,USC00182325,0.0
PRCP,2013-01-16T00:00:00,USC00182325,0.78
SNOW,2013-01-16T00:00:00,USC00182325,0.0
SNWD,2013-01-16T00:00:00,USC00182325,0.0
TMAX,2013-01-16T00:00:00,USC00182325,51.0
TMIN,2013-01-16T00:00:00,USC00182325,35.0
TOBS,2013-01-16T00:00:00,USC00182325,35.0
WESD,2013-01-16T00:00:00,USC00182325,0.0
PRCP,2013-01-17T00:00:00,USC00182325,0.12
SNOW,2013-01-17T00:00:00,USC00182325,0.0
SNWD,2013-01-17T00:00:00,USC00182325,0.0
TMAX,2013-01-17T00:00:00,USC00182325,42.0
TMIN,2013-01-17T00:00:00,USC00182325,35.0
TOBS,2013-01-17T00:00:00,USC00182325,42.0
