DataType,Date,Location,Value
SNOW,2013-07-01T00:00:00,USC00182325,0.0
SNWD,2013-07-01T00:00:00,USC00182325,0.0
TMAX,2013-07-01T00:00:00,USC00182325,81.0
TMIN,2013-07-01T00:00:00,USC00182325,70.0
TOBS,2013-07-01T00:00:00,USC00182325,74.0
WESD,2013-07-01T00:00:00,USC00182325,0.0
PRCP,2013-07-02T00:00:00,USC00182325,0.18
SNOW,2013-07-02T00:00:00,USC00182325,0.0
SNWD,2013-07-02T00:00:00,USC00182325,0.0
TMAX,2013-07-02T00:00:00,USC00182325,83.0
TMIN,2013-07-02T00:00:00,USC00182325,74.0
TOBS,2013-07-02T00:00:00,USC00182325,75.0
WESD,2013-07-02T00:00:00,USC00182325,0.0
PRCP,2013-07-03T00:00:00,USC00182325,0.15
SNOW,2013-07-03T00:00:00,USC00182325,0.0
SNWD,2013-07-03T00:00:00,USC00182325,0.0
TMAX,2013-07-03T00:00:00,USC00182325,78.0
TMIN,2013-07-03T00:00:00,USC00182325,72.0
TOBS,2013-07-03T00:00:00,USC00182325,73.0
WESD,2013-07-03T00:00:00,USC00182325,0.0
PRCP,2013-07-04T00:00:00,USC00182325,1.0
SNOW,2013-07-04T00:00:00,USC00182325,0.0
SNWD,2013-07-04T00:00:00,USC00182325,0.0
TMAX,2013-07-04T00:00:00,USC00182325,86.0
TMIN,2013-07-04T00:00:00,USC00182325,72.0
TOBS,2013-07-04T00:00:00,USC00182325,77.0
WESD,2013-07-04T00:00:00,USC00182325,0.0
PRCP,2013-07-05T00:00:00,USC00182325,0.0
SNOW,2013-07-05T00:00:00,USC00182325,0.0
SNWD,2013-07-05T00:00:00,USC00182325,0.0
TMAX,2013-07-05T00:00:00,USC00182325,90.0
TMIN,2013-07-05T00:00:00,USC00182325,75.0
TOBS,2013-07-05T00:00:00,USC00182325,79.0
WESD,2013-07-05T00:00:00,USC00182325,0.0
PRCP,2013-07-06T00:00:00,USC00182325,0.0
SNOW,2013-07-06T00:00:00,USC00182325,0.0
SNWD,2013-07-06T00:00:00,USC00182325,0.0
TMAX,2013-07-06T00:00:00,USC00182325,91.0
TMIN,2013-07-06T00:00:00,USC00182325,74.0
TOBS,2013-07-06T00:00:00,USC00182325,81.0
WESD,2013-07-06T00:00:00,USC00182325,0.0
PRCP,2013-07-07T00:00:00,USC00182325,0.0
SNOW,2013-07-07T00:00:00,USC00182325,0.0
SNWD,2013-07-07T00:00:00,USC00182325,0.0
TMAX,2013-07-07T00:00:00,USC00182325,92.0
TMIN,2013-07-07T00:00:00,USC00182325,74.0
TOBS,2013-07-07T00:00:00,USC00182325,81.0
WESD,2013-07-07T00:00:00,USC00182325,0.0
PRCP,2013-07-08T00:00:00,USC00182325,0.25
SNOW,2013-07-08T00:00:00,USC00182325,0.0
SNWD,2013-07-08T00:00:00,USC00182325,0.0
TMAX,2013-07-08T00:00:00,USC00182325,92.0
TMIN,2013-07-08T00:00:00,USC00182325,70.0
TOBS,2013-07-08T00:00:00,USC00182325,75.0
WESD,2013-07-08T00:00:00,USC00182325,0.0
PRCP,2013-07-09T00:00:00,USC00182325,0.4
SNOW,2013-07-09T00:00:00,USC00182325,0.0
SNWD,2013-07-09T00:00:00,USC00182325,0.0
TMAX,2013-07-09T00:00:00,USC00182325,87.0
TMIN,2013-07-09T00:00:00,USC00182325,71.0
TOBS,2013-07-09T00:00:00,USC00182325,75.0
WESD,2013-07-09T00:00:00,USC00182325,0.0
PRCP,2013-07-10T00:00:00,USC00182325,0.0
SNOW,2013-07-10T00:00:00,USC00182325,0.0
SNWD,2013-07-10T00:00:00,USC00182325,0.0
TMAX,2013-07-10T00:00:00,USC00182325,86.0
TMIN,2013-07-10T00:00:00,USC00182325,75.0
TOBS,2013-07-10T00:00:00,USC00182325,78.0
WESD,2013-07-10T00:00:00,USC00182325,0.0
PRCP,2013-07-11T00:00:00,USC00182325,0.0
SNOW,2013-07-11T00:00:00,USC00182325,0.0
SNWD,2013-07-11T00:00:00,USC00182325,0.0
TMAX,2013-07-11T00:00:00,USC00182325,90.0
TMIN,2013-07-11T00:00:00,USC00182325,73.0
TOBS,2013-07-11T00:00:00,USC00182325,74.0
WESD,2013-07-11T00:00:00,USC00182325,0.0
PRCP,2013-07-12T00:00:00,USC00182325,2.4
SNOW,2013-07-12T00:00:00,USC00182325,0.0
SNWD,2013-07-12T00:00:00,USC00182325,0.0
TMAX,2013-07-12T00:00:00,USC00182325,90.0
TMIN,2013-07-12T00:00:00,USC00182325,67.0
TOBS,2013-07-12T00:00:00,USC00182325,67.0
WESD,2013-07-12T00:00:00,USC00182325,0.0
PRCP,2013-07-13T00:00:00,USC00182325,0.58
SNOW,2013-07-13T00:00:00,USC00182325,0.0
SNWD,2013-07-13T00:00:00,USC00182325,0.0
TMAX,2013-07-13T00:00:00,USC00182325,82.0
TMIN,2013-07-13T00:00:00,USC00182325,67.0
TOBS,2013-07-13T00:00:00,USC00182325,73.0
WESD,2013-07-13T00:00:00,USC00182325,0.0
PRCP,2013-07-14T00:00:00,USC00182325,0.01
SNOW,2013-07-14T00:00:00,USC00182325,0.0
SNWD,2013-07-14T00:00:00,USC00182325,0.0
TMAX,2013-07-14T00:00:00,USC00182325,88.0
TMIN,2013-07-14T00:00:00,USC00182325,73.0
TOBS,2013-07-14T00:00:00,USC00182325,77.0
WESD,2013-07-14T00:00:00,USC00182325,0.0
PRCP,2013-07-15T00:00:00,USC00182325,0.0
SNOW,2013-07-15T00:00:00,USC00182325,0.0
SNWD,2013-07-15T00:00:00,USC00182325,0.0
TMAX,2013-07-15T00:00:00,USC00182325,91.0
TMIN,2013-07-15T00:00:00,USC00182325,72.0
TOBS,2013-07-15T00:00:00,USC00182325,80.0
WESD,2013-07-15T00:00:00,USC00182325,0.0
PRCP,2013-07-16T00:00:00,USC00182325,0.0
SNOW,2013-07-16T00:00:00,USC00182325,0.0
SNWD,2013-07-16T00:00:00,USC00182325,0.0
TMAX,2013-07-16T00:00:00,USC00182325,92.0
TMIN,2013-07-16T00:00:00,USC00182325,75.0
TOBS,2013-07-16T00:00:00,USC00182325,80.0
WESD,2013-07-16T00:00:00,USC00182325,0.0
PRCP,2013-07-17T00:00:00,USC00182325,0.0
SNOW,2013-07-17T00:00:00,USC00182325,0.0
SNWD,2013-07-17T00:00:00,USC00182325,0.0
TMAX,2013-07-17T00:00:00,USC00182325,92.0
TMIN,2013-07-17T00:00:00,USC00182325,75.0
TOBS,2013-07-17T00:00:00,USC00182325,79.0
WESD,2013-07-17T00:00:00,USC00182325,0.0
PRCP,2013-07-18T00:00:00,USC00182325,0.0
SNOW,2013-07-18T00:00:00,USC00182325,0.0
SNWD,2013-07-18T00:00:00,USC00182325,0.0
TMAX,2013-07-18T00:00:00,USC00182325,94.0
TMIN,2013-07-18T00:00:00,USC00182325,76.0
TOBS,2013-07-18T00:00:00,USC00182325,80.0
WESD,2013-07-18T00:00:00,USC00182325,0.0
PRCP,2013-07-19T00:00:00,USC00182325,0.0
SNOW,2013-07-19T00:00:00,USC00182325,0.0
SNWD,2013-07-19T00:00:00,USC00182325,0.0
TMAX,2013-07-19T00:00:00,USC00182325,95.0
TMIN,2013-07-19T00:00:00,USC00182325,78.0
TOBS,2013-07-19T00:00:00,USC00182325,85.0
WESD,2013-07-19T00:00:00,USC00182325,0.0
PRCP,2013-07-20T00:00:00,USC00182325,0.0
SNOW,2013-07-20T00:00:00,USC00182325,0.0
SNWD,2013-07-20T00:00:00,USC00182325,0.0
TMAX,2013-07-20T00:00:00,USC00182325,98.0
TMIN,2013-07-20T00:00:00,USC00182325,78.0
TOBS,2013-07-20T00:00:00,USC00182325,79.0
WESD,2013-07-20T00:00:00,USC00182325,0.0
PRCP,2013-07-21T00:00:00,USC00182325,0.0
SNOW,2013-07-21T00:00:00,USC00182325,0.0
SNWD,2013-07-21T00:00:00,USC00182325,0.0
TMAX,2013-07-21T00:00:00,USC00182325,94.0
TMIN,2013-07-21T00:00:00,USC00182325,73.0
TOBS,2013-07-21T00:00:00,USC00182325,79.0
WESD,2013-07-21T00:00:00,USC00182325,0.0
PRCP,2013-07-22T00:00:00,USC00182325,0.03
SNOW,2013-07-22T00:00:00,USC00182325,0.0
SNWD,2013-07-22T00:00:00,USC00182325,0.0
TMAX,2013-07-22T00:00:00,USC00182325,94.0
TMIN,2013-07-22T00:00:00,USC00182325,73.0
TOBS,2013-07-22T00:00:00,USC00182325,76.0
WESD,2013-07-22T00:00:00,USC00182325,0.0
PRCP,2013-07-23T00:00:00,USC00182325,0.5
SNOW,2013-07-23T00:00:00,USC00182325,0.0
SNWD,2013-07-23T00:00:00,USC00182325,0.0
TMAX,2013-07-23T00:00:00,USC00182325,91.0
TMIN,2013-07-23T00:00:00,USC00182325,73.0
TOBS,2013-07-23T00:00:00,USC00182325,74.0
WESD,2013-07-23T00:00:00,USC00182325,0.0
PRCP,2013-07-24T00:00:00,USC00182325,0.0
SNOW,2013-07-24T00:00:00,USC00182325,0.0
SNWD,2013-07-24T00:00:00,USC00182325,0.0
TMAX,2013-07-24T00:00:00,USC00182325,86.0
TMIN,2013-07-24T00:00:00,USC00182325,71.0
TOBS,2013-07-24T00:00:00,USC00182325,74.0
WESD,2013-07-24T00:00:00,USC00182325,0.0
PRCP,2013-07-25T00:00:00,USC00182325,0.0
SNOW,2013-07-25T00:00:00,USC00182325,0.0
SNWD,2013-07-25T00:00:00,USC00182325,0.0
TMAX,2013-07-25T00:00:00,USC00182325,83.0
TMIN,2013-07-25T00:00:00,USC00182325,61.0
TOBS,2013-07-25T00:00:00,USC00182325,62.0
WESD,2013-07-25T00:00:00,USC00182325,0.0
PRCP,2013-07-26T00:00:00,USC00182325,0.0
SNOW,2013-07-26T00:00:00,USC00182325,0.0
SNWD,2013-07-26T00:00:00,USC00182325,0.0
TMAX,2013-07-26T00:00:00,USC00182325,79.0
TMIN,2013-07-26T00:00:00,USC00182325,62.0
TOBS,2013-07-26T00:00:00,USC00182325,69.0
WESD,2013-07-26T00:00:00,USC00182325,0.0
PRCP,2013-07-27T00:00:00,USC00182325,0.0
SNOW,2013-07-27T00:00:00,USC00182325,0.0
SNWD,2013-07-27T00:00:00,USC00182325,0.0
TMAX,2013-07-27T00:00:00,USC00182325,82.0
TMIN,2013-07-27T00:00:00,USC00182325,66.0
TOBS,2013-07-27T00:00:00,USC00182325,73.0
WESD,2013-07-27T00:00:00,USC00182325,0.0
PRCP,2013-07-28T00:00:00,USC00182325,0.64
SNOW,2013-07-28T00:00:00,USC00182325,0.0
SNWD,2013-07-28T00:00:00,USC00182325,0.0
TMAX,2013-07-28T00:00:00,USC00182325,87.0
TMIN,2013-07-28T00:00:00,USC00182325,72.0
TOBS,2013-07-28T00:00:00,USC00182325,72.0
WESD,2013-07-28T00:00:00,USC00182325,0.0
PRCP,2013-07-29T00:00:00,USC00182325,0.0
SNOW,2013-07-29T00:00:00,USC00182325,0.0
SNWD,2013-07-29T00:00:00,USC00182325,0.0
TMAX,2013-07-29T00:00:00,USC00182325,80.0
TMIN,2013-07-29T00:00:00,USC00182325,64.0
TOBS,2013-07-29T00:00:00,USC00182325,71.0
WESD,2013-07-29T00:00:00,USC00182325,0.0
PRCP,2013-07-30T00:00:00,USC00182325,0.0
SNOW,2013-07-30T00:00:00,USC00182325,0.0
SNWD,2013-07-30T00:00:00,USC00182325,0.0
TMAX,2013-07-30T00:00:00,USC00182325,80.0
TMIN,2013-07-30T00:00:00,USC00182325,60.0
TOBS,2013-07-30T00:00:00,USC00182325,69.0
WESD,2013-07-30T00:00:00,USC00182325,0.0
PRCP,2013-07-31T00:00:00,USC00182325,0.0
SNOW,2013-07-31T00:00:00,USC00182325,0.0
SNWD,2013-07-31T00:00:00,USC00182325,0.0
TMAX,2013-07-31T00:00:00,USC00182325,82.0
TMIN,2013-07-31T00:00:00,USC00182325,66.0
TOBS,2013-07-31T00:00:00,USC00182325,69.0
WESD,2013-07-31T00:00:00,USC00182325,0.0
PRCP,2013-08-01T00:00:00,USC00182325,0.3
SNOW,2013-08-01T00:00:00,USC00182325,0.0
SNWD,2013-08-01T00:00:00,USC00182325,0.0
TMAX,2013-08-01T00:00:00,USC00182325,81.0
TMIN,2013-08-01T00:00:00,USC00182325,67.0
TOBS,2013-08-01T00:00:00,USC00182325,71.0
WESD,2013-08-01T00:00:00,USC00182325,0.0
PRCP,2013-08-02T00:00:00,USC00182325,0.0
SNOW,2013-08-02T00:00:00,USC00182325,0.0
SNWD,2013-08-02T00:00:00,USC00182325,0.0
TMAX,2013-08-02T00:00:00,USC00182325,82.0
TMIN,2013-08-02T00:00:00,USC00182325,66.0
TOBS,2013-08-02T00:00:00,USC00182325,70.0
WESD,2013-08-02T00:00:00,USC00182325,0.0
PRCP,2013-08-03T00:00:00,USC00182325,0.0
SNOW,2013-08-03T00:00:00,USC00182325,0.0
SNWD,2013-08-03T00:00:00,USC00182325,0.0
TMAX,2013-08-03T00:00:00,USC00182325,85.0
TMIN,2013-08-03T00:00:00,USC00182325,67.0
TOBS,2013-08-03T00:00:00,USC00182325,69.0
WESD,2013-08-03T00:00:00,USC00182325,0.0
PRCP,2013-08-04T00:00:00,USC00182325,0.14
SNOW,2013-08-04T00:00:00,USC00182325,0.0
SNWD,2013-08-04T00:00:00,USC00182325,0.0
TMAX,2013-08-04T00:00:00,USC00182325,85.0
TMIN,2013-08-04T00:00:00,USC00182325,65.0
TOBS,2013-08-04T00:00:00,USC00182325,65.0
WESD,2013-08-04T00:00:00,USC00182325,0.0
PRCP,2013-08-05T00:00:00,USC00182325,0.0
SNOW,2013-08-05T00:00:00,USC00182325,0.0
SNWD,2013-08-05T00:00:00,USC00182325,0.0
TMAX,2013-08-05T00:00:00,USC00182325,80.0
TMIN,2013-08-05T00:00:00,USC00182325,58.0
TOBS,2013-08-05T00:00:00,USC00182325,62.0
WESD,2013-08-05T00:00:00,USC00182325,0.0
PRCP,2013-08-06T00:00:00,USC00182325,0.02
SNOW,2013-08-06T00:00:00,USC00182325,0.0
SNWD,2013-08-06T00:00:00,USC00182325,0.0
TMAX,2013-08-06T00:00:00,USC00182325,82.0
TMIN,2013-08-06T00:00:00,USC00182325,62.0
TOBS,2013-08-06T00:00:00,USC00182325,68.0
WESD,2013-08-06T00:00:00,USC00182325,0.0
PRCP,2013-08-07T00:00:00,USC00182325,0.01
SNOW,2013-08-07T00:00:00,USC00182325,0.0
SNWD,2013-08-07T00:00:00,USC00182325,0.0
TMAX,2013-08-07T00:00:00,USC00182325,82.0
TMIN,2013-08-07T00:00:00,USC00182325,65.0
TOBS,2013-08-07T00:00:00,USC00182325,71.0
WESD,2013-08-07T00:00:00,USC00182325,0.0
PRCP,2013-08-08T00:00:00,USC00182325,0.0
SNOW,2013-08-08T00:00:00,USC00182325,0.0
SNWD,2013-08-08T00:00:00,USC00182325,0.0
TMAX,2013-08-08T00:00:00,USC00182325,85.0
TMIN,2013-08-08T00:00:00,USC00182325,70.0
TOBS,2013-08-08T00:00:00,USC00182325,78.0
WESD,2013-08-08T00:00:00,USC00182325,0.0
PRCP,2013-08-09T00:00:00,USC00182325,0.04
SNOW,2013-08-09T00:00:00,USC00182325,0.0
SNWD,2013-08-09T00:00:00,USC00182325,0.0
TMAX,2013-08-09T00:00:00,USC00182325,80.0
TMIN,2013-08-09T00:00:00,USC00182325,76.0
TOBS,2013-08-09T00:00:00,USC00182325,77.0
WESD,2013-08-09T00:00:00,USC00182325,0.0
PRCP,2013-08-10T00:00:00,USC00182325,0.0
SNOW,2013-08-10T00:00:00,USC00182325,0.0
SNWD,2013-08-10T00:00:00,USC00182325,0.0
TMAX,2013-08-10T00:00:00,USC00182325,89.0
TMIN,2013-08-10T00:00:00,USC00182325,73.0
TOBS,2013-08-10T00:00:00,USC00182325,75.0
WESD,2013-08-10T00:00:00,USC00182325,0.0
PRCP,2013-08-11T00:00:00,USC00182325,0.0
SNOW,2013-08-11T00:00:00,USC00182325,0.0
SNWD,2013-08-11T00:00:00,USC00182325,0.0
TMAX,2013-08-11T00:00:00,USC00182325,83.0
TMIN,2013-08-11T00:00:00,USC00182325,70.0
TOBS,2013-08-11T00:00:00,USC00182325,73.0
WESD,2013-08-11T00:00:00,USC00182325,0.0
PRCP,2013-08-12T00:00:00,USC00182325,0.0
SNOW,2013-08-12T00:00:00,USC00182325,0.0
SNWD,2013-08-12T00:00:00,USC00182325,0.0
TMAX,2013-08-12T00:00:00,USC00182325,85.0
TMIN,2013-08-12T00:00:00,USC00182325,69.0
TOBS,2013-08-12T00:00:00,USC00182325,70.0
WESD,2013-08-12T00:00:00,USC00182325,0.0
PRCP,2013-08-13T00:00:00,USC00182325,0.18
SNOW,2013-08-13T00:00:00,USC00182325,0.0
SNWD,2013-08-13T00:00:00,USC00182325,0.0
TMAX,2013-08-13T00:00:00,USC00182325,87.0
TMIN,2013-08-13T00:00:00,USC00182325,70.0
TOBS,2013-08-13T00:00:00,USC00182325,75.0
WESD,2013-08-13T00:00:00,USC00182325,0.0
PRCP,2013-08-14T00:00:00,USC00182325,0.0
SNOW,2013-08-14T00:00:00,USC00182325,0.0
SNWD,2013-08-14T00:00:00,USC00182325,0.0
TMAX,2013-08-14T00:00:00,USC00182325,86.0
TMIN,2013-08-14T00:00:00,USC00182325,59.0
TOBS,2013-08-14T00:00:00,USC00182325,63.0
WESD,2013-08-14T00:00:00,USC00182325,0.0
PRCP,2013-08-15T00:00:00,USC00182325,1.2
SNOW,2013-08-15T00:00:00,USC00182325,0.0
SNWD,2013-08-15T00:00:00,USC00182325,0.0
TMAX,2013-08-15T00:00:00,USC00182325,74.0
TMIN,2013-08-15T00:00:00,USC00182325,55.0
TOBS,2013-08-15T00:00:00,USC00182325,61.0
WESD,2013-08-15T00:00:00,USC00182325,0.0
PRCP,2013-08-16T00:00:00,USC00182325,0.0
SNOW,2013-08-16T00:00:00,USC00182325,0.0
SNWD,2013-08-16T00:00:00,USC00182325,0.0
TMAX,2013-08-16T00:00:00,USC00182325,78.0
TMIN,2013-08-16T00:00:00,USC00182325,56.0
TOBS,2013-08-16T00:00:00,USC00182325,66.0
WESD,2013-08-16T00:00:00,USC00182325,0.0
PRCP,2013-08-17T00:00:00,USC00182325,0.0
SNOW,2013-08-17T00:00:00,USC00182325,0.0
SNWD,2013-08-17T00:00:00,USC00182325,0.0
TMAX,2013-08-17T00:00:00,USC00182325,78.0
TMIN,2013-08-17T00:00:00,USC00182325,57.0
TOBS,2013-08-17T00:00:00,USC00182325,60.0
WESD,2013-08-17T00:00:00,USC00182325,0.0
PRCP,2013-08-18T00:00:00,USC00182325,0.03
SNOW,2013-08-18T00:00:00,USC00182325,0.0
SNWD,2013-08-18T00:00:00,USC00182325,0.0
TMAX,2013-08-18T00:00:00,USC00182325,78.0
TMIN,2013-08-18T00:00:00,USC00182325,60.0
TOBS,2013-08-18T00:00:00,USC00182325,66.0
WESD,2013-08-18T00:00:00,USC00182325,0.0
PRCP,2013-08-19T00:00:00,USC00182325,0.06
SNOW,2013-08-19T00:00:00,USC00182325,0.0
SNWD,2013-08-19T00:00:00,USC00182325,0.0
TMAX,2013-08-19T00:00:00,USC00182325,72.0
TMIN,2013-08-19T00:00:00,USC00182325,61.0
TOBS,2013-08-19T00:00:00,USC00182325,65.0
WESD,2013-08-19T00:00:00,USC00182325,0.0
PRCP,2013-08-20T00:00:00,USC00182325,0.0
SNOW,2013-08-20T00:00:00,USC00182325,0.0
TMAX,2013-08-20T00:00:00,USC00182325,75.0
TMIN,2013-08-20T00:00:00,USC00182325,64.0
TOBS,2013-08-20T00:00:00,USC00182325,67.0
PRCP,2013-08-21T00:00:00,USC00182325,0.0
SNOW,2013-08-21T00:00:00,USC00182325,0.0
SNWD,2013-08-21T00:00:00,USC00182325,0.0
TMAX,2013-08-21T00:00:00,USC00182325,87.0
TMIN,2013-08-21T00:00:00,USC00182325,64.0
TOBS,2013-08-21T00:00:00,USC00182325,71.0
WESD,2013-08-21T00:00:00,USC00182325,0.0
PRCP,2013-08-22T00:00:00,USC00182325,0.0
SNOW,2013-08-22T00:00:00,USC00182325,0.0
SNWD,2013-08-22T00:00:00,USC00182325,0.0
TMAX,2013-08-22T00:00:00,USC00182325,88.0
TMIN,2013-08-22T00:00:00,USC00182325,70.0
TOBS,2013-08-22T00:00:00,USC00182325,73.0
WESD,2013-08-22T00:00:00,USC00182325,0.0
PRCP,2013-08-23T00:00:00,USC00182325,0.0
SNOW,2013-08-23T00:00:00,USC00182325,0.0
SNWD,2013-08-23T00:00:00,USC00182325,0.0
TMAX,2013-08-23T00:00:00,USC00182325,87.0
TMIN,2013-08-23T00:00:00,USC00182325,69.0
TOBS,2013-08-23T00:00:00,USC00182325,72.0
WESD,2013-08-23T00:00:00,USC00182325,0.0
PRCP,2013-08-24T00:00:00,USC00182325,0.1
SNOW,2013-08-24T00:00:00,USC00182325,0.0
SNWD,2013-08-24T00:00:00,USC00182325,0.0
TMAX,2013-08-24T00:00:00,USC00182325,73.0
TMIN,2013-08-24T00:00:00,USC00182325,60.0
TOBS,2013-08-24T00:00:00,USC00182325,62.0
WESD,2013-08-24T00:00:00,USC00182325,0.0
PRCP,2013-08-25T00:00:00,USC00182325,0.0
SNOW,2013-08-25T00:00:00,USC00182325,0.0
SNWD,2013-08-25T00:00:00,USC00182325,0.0
TMAX,2013-08-25T00:00:00,USC00182325,82.0
TMIN,2013-08-25T00:00:00,USC00182325,59.0
TOBS,2013-08-25T00:00:00,USC00182325,73.0
WESD,2013-08-25T00:00:00,USC00182325,0.0
PRCP,2013-08-26T00:00:00,USC00182325,0.0
SNOW,2013-08-26T00:00:00,USC00182325,0.0
SNWD,2013-08-26T00:00:00,USC00182325,0.0
TMAX,2013-08-26T00:00:00,USC00182325,82.0
TMIN,2013-08-26T00:00:00,USC00182325,62.0
TOBS,2013-08-26T00:00:00,USC00182325,66.0
WESD,2013-08-26T00:00:00,USC00182325,0.0
PRCP,2013-08-27T00:00:00,USC00182325,0.0
SNOW,2013-08-27T00:00:00,USC00182325,0.0
SNWD,2013-08-27T00:00:00,USC00182325,0.0
TMAX,2013-08-27T00:00:00,USC00182325,84.0
TMIN,2013-08-27T00:00:00,USC00182325,66.0
TOBS,2013-08-27T00:00:00,USC00182325,73.0
WESD,2013-08-27T00:00:00,USC00182325,0.0
PRCP,2013-08-28T00:00:00,USC00182325,0.02
SNOW,2013-08-28T00:00:00,USC00182325,0.0
SNWD,2013-08-28T00:00:00,USC00182325,0.0
TMAX,2013-08-28T00:00:00,USC00182325,93.0
TMIN,2013-08-28T00:00:00,USC00182325,73.0
TOBS,2013-08-28T00:00:00,USC00182325,73.0
WESD,2013-08-28T00:00:00,USC00182325,0.0
PRCP,2013-08-29T00:00:00,USC00182325,0.7
SNOW,2013-08-29T00:00:00,USC00182325,0.0
SNWD,2013-08-29T00:00:00,USC00182325,0.0
TMAX,2013-08-29T00:00:00,USC00182325,85.0
TMIN,2013-08-29T00:00:00,USC00182325,70.0
TOBS,2013-08-29T00:00:00,USC00182325,73.0
WESD,2013-08-29T00:00:00,USC00182325,0.0
PRCP,2013-08-30T00:00:00,USC00182325,0.0
SNOW,2013-08-30T00:00:00,USC00182325,0.0
SNWD,2013-08-30T00:00:00,USC00182325,0.0
TMAX,2013-08-30T00:00:00,USC00182325,85.0
TMIN,2013-08-30T00:00:00,USC00182325,71.0
TOBS,2013-08-30T00:00:00,USC00182325,73.0
WESD,2013-08-30T00:00:00,USC00182325,0.0
PRCP,2013-09-01T00:00:00,USC00182325,0.0
SNOW,2013-09-01T00:00:00,USC00182325,0.0
SNWD,2013-09-01T00:00:00,USC00182325,0.0
TMAX,2013-09-01T00:00:00,USC00182325,79.0
TMIN,2013-09-01T00:00:00,USC00182325,68.0
TOBS,2013-09-01T00:00:00,USC00182325,73.0
WESD,2013-09-01T00:00:00,USC00182325,0.0
PRCP,2013-09-02T00:00:00,USC00182325,0.1
SNOW,2013-09-02T00:00:00,USC00182325,0.0
SNWD,2013-09-02T00:00:00,USC00182325,0.0
TMAX,2013-09-02T00:00:00,USC00182325,91.0
TMIN,2013-09-02T00:00:00,USC00182325,73.0
TOBS,2013-09-02T00:00:00,USC00182325,74.0
WESD,2013-09-02T00:00:00,USC00182325,0.0
PRCP,2013-09-03T00:00:00,USC00182325,0.01
SNOW,2013-09-03T00:00:00,USC00182325,0.0
SNWD,2013-09-03T00:00:00,USC00182325,0.0
TMAX,2013-09-03T00:00:00,USC00182325,90.0
TMIN,2013-09-03T00:00:00,USC00182325,70.0
TOBS,2013-09-03T00:00:00,USC00182325,72.0
WESD,2013-09-03T00:00:00,USC00182325,0.0
PRCP,2013-09-04T00:00:00,USC00182325,0.0
SNOW,2013-09-04T00:00:00,USC00182325,0.0
SNWD,2013-09-04T00:00:00,USC00182325,0.0
TMAX,2013-09-04T00:00:00,USC00182325,87.0
TMIN,2013-09-04T00:00:00,USC00182325,59.0
TOBS,2013-09-04T00:00:00,USC00182325,63.0
WESD,2013-09-04T00:00:00,USC00182325,0.0
PRCP,2013-09-05T00:00:00,USC00182325,0.0
SNOW,2013-09-05T00:00:00,USC00182325,0.0
SNWD,2013-09-05T00:00:00,USC00182325,0.0
TMAX,2013-09-05T00:00:00,USC00182325,83.0
TMIN,2013-09-05T00:00:00,USC00182325,59.0
TOBS,2013-09-05T00:00:00,USC00182325,65.0
WESD,2013-09-05T00:00:00,USC00182325,0.0
PRCP,2013-09-06T00:00:00,USC00182325,0.0
SNOW,2013-09-06T00:00:00,USC00182325,0.0
SNWD,2013-09-06T00:00:00,USC00182325,0.0
WESD,2013-09-06T00:00:00,USC00182325,0.0
PRCP,2013-09-07T00:00:00,USC00182325,0.0
SNOW,2013-09-07T00:00:00,USC00182325,0.0
SNWD,2013-09-07T00:00:00,USC00182325,0.0
WESD,2013-09-07T00:00:00,USC00182325,0.0
PRCP,2013-09-08T00:00:00,USC00182325,0.0
SNOW,2013-09-08T00:00:00,USC00182325,0.0
SNWD,2013-09-08T00:00:00,USC00182325,0.0
TOBS,2013-09-08T00:00:00,USC00182325,66.0
WESD,2013-09-08T00:00:00,USC00182325,0.0
PRCP,2013-09-09T00:00:00,USC00182325,0.0
SNOW,2013-09-09T00:00:00,USC00182325,0.0
SNWD,2013-09-09T00:00:00,USC00182325,0.0
TMAX,2013-09-09T00:00:00,USC00182325,88.0
TMIN,2013-09-09T00:00:00,USC00182325,62.0
TOBS,2013-09-09T00:00:00,USC00182325,68.0
WESD,2013-09-09T00:00:00,USC00182325,0.0
PRCP,2013-09-10T00:00:00,USC00182325,0.0
SNOW,2013-09-10T00:00:00,USC00182325,0.0
SNWD,2013-09-10T00:00:00,USC00182325,0.0
TMAX,2013-09-10T00:00:00,USC00182325,81.0
TMIN,2013-09-10T00:00:00,USC00182325,62.0
TOBS,2013-09-10T00:00:00,USC00182325,73.0
WESD,2013-09-10T00:00:00,USC00182325,0.0
PRCP,2013-09-11T00:00:00,USC00182325,0.0
SNOW,2013-09-11T00:00:00,USC00182325,0.0
SNWD,2013-09-11T00:00:00,USC00182325,0.0
WESD,2013-09-11T00:00:00,USC00182325,0.0
PRCP,2013-09-12T00:00:00,USC00182325,0.0
SNOW,2013-09-12T00:00:00,USC00182325,0.0
SNWD,2013-09-12T00:00:00,USC00182325,0.0
TMAX,2013-09-12T00:00:00,USC00182325,80.0
TMIN,2013-09-12T00:00:00,USC00182325,72.0
TOBS,2013-09-12T00:00:00,USC00182325,74.0
WESD,2013-09-12T00:00:00,USC00182325,0.0
PRCP,2013-09-13T00:00:00,USC00182325,0.44
SNOW,2013-09-13T00:00:00,USC00182325,0.0
SNWD,2013-09-13T00:00:00,USC00182325,0.0
TMAX,2013-09-13T00:00:00,USC00182325,93.0
TMIN,2013-09-13T00:00:00,USC00182325,64.0
